着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師,race_id,horse_id,jockey_id,trainer_id,owner_id
3,5,10,ヤマニンフェリクス,牡3,56.0,菅原明良,1:37.4,1.1/2,14.9,6.0,436(0),[東] 栗田徹,202205010406,2019100607,01179,01127,329004
4,5,9,オメガオリーブ,牝3,54.0,丸田恭介,1:37.4,ハナ,52.3,8.0,402(0),[東] 大和田成,202205010406,2019105795,01117,01124,008803
5,2,3,クインズコスモス,牝3,54.0,和田竜二,1:37.6,1.1/4,18.2,7.0,434(0),[東] 加藤士津,202205010406,2019106707,01018,01169,331803
6,2,4,スカイコップス,牡3,56.0,三浦皇成,1:37.6,クビ,9.2,5.0,490(0),[東] 萩原清,202205010406,2019104524,01122,01017,866006
7,6,11,ホイッスルベイト,牝3,54.0,宮崎北斗,1:37.8,1,8.5,4.0,458(0),[東] 萱野浩二,202205010406,2019106826,01118,01024,851007
8,8,15,キタノコリンシアン,牝3,54.0,的場勇人,1:38.2,2.1/2,346.2,16.0,430(0),[東] 粕谷昌央,202205010406,2019101683,01108,01096,163002
9,4,8,ベルアクトリス,牝3,54.0,Ｍ．デム,1:38.5,1.1/2,7.7,3.0,452(0),[西] 杉山晴紀,202205010406,2019105417,05212,01157,520031
10,8,16,ホヲユイットウ,牝3,54.0,大野拓弥,1:38.5,クビ,75.0,12.0,408(0),[東] 和田勇介,202205010406,2019104671,01096,01165,634033
11,6,12,デルマアスタロト,牡3,56.0,大庭和弥,1:38.7,1,228.8,15.0,454(0),[東] 蛯名利弘,202205010406,2019104823,01061,01131,274002
12,4,7,メガミ,牝3,52.0,永野猛蔵,1:38.9,1.1/2,102.2,13.0,402(0),[東] 鈴木慎太,202205010406,2019106207,01188,01179,985033
13,7,13,ベルウッドウズメ,牡3,56.0,菊沢一樹,1:38.9,アタマ,74.4,11.0,508(0),[東] 本間忍,202205010406,2019109138,01161,01056,137030
14,1,2,ヴェルーリヤ,牝3,54.0,松岡正海,1:39.0,クビ,68.2,10.0,426(0),[東] 尾関知人,202205010406,2019100884,01085,01103,032800
15,7,14,ショウナンマジカル,牝3,54.0,坂井瑠星,1:39.2,1.1/4,63.3,9.0,426(0),[東] 田中剛,202205010406,2019106452,01163,01119,331002
16,3,5,リリーズメモリー,牝3,51.0,横山琉人,1:43.9,大,144.3,14.0,508(0),[東] 小手川準,202205010406,2019105780,01192,01171,854800
1,6,11,グアドループ,牡4,57.0,ルメール,1:19.0,,5.8,2.0,542(+14),[東] 田村康仁,202205010407,2018105283,05339,01027,686006
2,5,10,アルマセクメト,牝4,55.0,三浦皇成,1:19.0,クビ,6.2,3.0,476(-4),[東] 田村康仁,202205010407,2018100748,01122,01027,095700
3,3,5,ルヴァンヴェール,セ5,57.0,菅原明良,1:19.4,2,10.9,5.0,492(+4),[東] 竹内正洋,202205010407,2017109086,01179,01152,148800
4,4,7,ネオトゥルー,牡5,57.0,横山武史,1:19.5,1,2.3,1.0,492(-2),[東] 鈴木伸尋,202205010407,2017100067,01170,01026,502033
5,7,13,ライヴクラッカー,牡4,57.0,津村明秀,1:19.7,1.1/2,14.5,6.0,500(0),[東] 牧光二,202205010407,2018102382,01092,01106,214033
6,8,15,ニシノミズカゼ,牝4,53.0,永野猛蔵,1:19.8,1/2,14.5,7.0,482(+6),[東] 伊藤圭三,202205010407,2018102724,01188,01023,897009
7,4,8,インヴァネス,牝4,55.0,戸崎圭太,1:19.9,3/4,121.2,13.0,446(+2),[東] 田中清隆,202205010407,2018104482,05386,00408,853033
8,1,1,トランザクト,牡4,57.0,内田博幸,1:20.4,2.1/2,78.9,12.0,522(+8),[東] 武藤善則,202205010407,2018103870,00422,01064,040803
9,2,4,フレンドパル,牝4,55.0,江田照男,1:20.4,アタマ,151.1,14.0,462(+4),[東] 深山雅史,202205010407,2018103766,00689,01174,125031
10,7,14,ナイトコマンダー,牡5,57.0,大野拓弥,1:20.8,2.1/2,29.5,9.0,502(+22),[東] 浅野洋一,202205010407,2017100825,01096,00421,855030
11,6,12,ダイシンビルギニス,牡4,57.0,坂井瑠星,1:20.8,ハナ,37.6,10.0,516(+8),[東] 戸田博文,202205010407,2018104154,01163,01054,255031
12,1,2,デルニエエトワール,牝5,55.0,和田竜二,1:20.9,3/4,10.2,4.0,488(+12),[東] 大竹正博,202205010407,2017106340,01018,01102,536800
13,8,16,アイファーチーター,牡4,57.0,的場勇人,1:21.2,1.3/4,447.8,16.0,466(-11),[東] 的場均,202205010407,2018100099,01108,01063,119007
14,3,6,ルビースター,牝4,55.0,石川裕紀,1:21.5,2,66.3,11.0,500(-4),[東] 斎藤誠,202205010407,2018104256,01150,01086,675030
15,2,3,スマイルアモーレ,牝4,52.0,小林脩斗,1:21.5,アタマ,20.2,8.0,452(+4),[東] 加藤士津,202205010407,2018105992,01183,01169,385031
16,5,9,エレガントオーラ,牝4,55.0,伊藤工真,1:21.6,1/2,228.5,15.0,412(-20),[東] 石栗龍彦,202205010407,2018102963,01119,01043,464030
1,8,10,スパングルドスター,牝5,55.0,Ｍ．デム,2:01.1,,12.4,6.0,434(-2),[東] 藤沢和雄,202205010408,2017104787,05212,00386,415800
2,5,5,ミアマンテ,牝5,55.0,ルメール,2:01.1,クビ,3.7,2.0,448(-2),[東] 木村哲也,202205010408,2017105572,05339,01126,790005
3,6,6,マッチレスノヴェル,牝5,55.0,横山武史,2:01.2,クビ,6.2,4.0,490(+16),[東] 鹿戸雄一,202205010408,2017105480,01170,01097,790005
4,7,8,バルバレスコ,牝5,55.0,丸田恭介,2:01.2,ハナ,62.2,8.0,504(+2),[東] 宗像義忠,202205010408,2017105663,01117,00420,506800
5,8,11,ファユエン,牝4,54.0,三浦皇成,2:01.2,クビ,5.0,3.0,462(+4),[東] 勢司和浩,202205010408,2018104011,01122,01047,967033
6,7,9,ルーツドール,牝5,55.0,戸崎圭太,2:01.3,クビ,2.8,1.0,540(+14),[西] 藤岡健一,202205010408,2017105623,05386,01062,226800
7,2,2,ウインアルカンナ,牝5,53.0,永野猛蔵,2:01.3,1/2,69.4,9.0,478(+12),[東] 武市康男,202205010408,2017101417,01188,01089,494800
8,1,1,ローゼライト,牝4,54.0,北村宏司,2:01.4,1/2,7.5,5.0,440(-2),[西] 清水久詞,202205010408,2018102715,01043,01110,723033
9,4,4,ミモザイエロー,牝6,55.0,嶋田純次,2:01.6,1.1/4,51.5,7.0,478(+2),[東] 戸田博文,202205010408,2016106316,01134,01054,831800
10,3,3,ラヴィンフォール,牝5,55.0,江田照男,2:02.0,2,291.5,11.0,514(+8),[東] 新開幸一,202205010408,2017105301,00689,01116,858800
11,6,7,ナスノフォルテ,牝5,55.0,坂井瑠星,2:02.7,4,226.4,10.0,490(+10),[東] 武井亮,202205010408,2017109090,01163,01147,051800
1,8,10,レヴァンジル,牡3,56.0,Ｍ．デム,2:27.3,,2.1,1.0,482(-6),[東] 堀宣行,202205010409,2019105315,05212,01070,226800
2,8,9,ポッドボレット,牡3,56.0,ルメール,2:27.3,クビ,3.9,2.0,508(+10),[西] 辻野泰之,202205010409,2019104762,05339,01183,042033
3,7,7,グランシエロ,牡3,56.0,三浦皇成,2:27.6,1.1/2,5.2,3.0,524(+8),[東] 武井亮,202205010409,2019104459,01122,01147,463031
4,3,3,キャルレイ,牡3,56.0,菅原明良,2:27.9,2,52.0,8.0,472(+8),[東] 鹿戸雄一,202205010409,2019105111,01179,01097,658033
5,5,5,マイネルニコラス,牡3,56.0,柴田大知,2:28.2,1.3/4,15.4,5.0,498(-4),[東] 高橋裕,202205010409,2019100768,01009,00412,546800
6,2,2,レッドランメルト,牡3,56.0,戸崎圭太,2:28.2,ハナ,6.2,4.0,514(+6),[東] 国枝栄,202205010409,2019104981,05386,00399,180800
7,4,4,スリーエクスプレス,牡3,56.0,横山武史,2:28.4,1.1/4,26.5,6.0,486(0),[東] 伊藤圭三,202205010409,2019105979,01170,01023,061800
8,1,1,セレブレイトガイズ,牡3,56.0,丸山元気,2:28.4,クビ,32.8,7.0,492(+6),[西] 友道康夫,202205010409,2019105485,01127,01061,858800
9,6,6,ウインマイルート,牡3,56.0,石川裕紀,2:29.0,3.1/2,183.8,10.0,442(0),[東] 高橋祥泰,202205010409,2019100212,01150,00359,494800
10,7,8,トゥーサン,牝3,54.0,坂井瑠星,2:30.1,7,56.8,9.0,442(-8),[西] 吉岡辰弥,202205010409,2019105976,01163,01176,879800
1,6,11,ニュートンテソーロ,牡5,57.0,戸崎圭太,1:24.6,,5.0,3.0,510(+8),[東] 田中博康,202205010410,2017110076,05386,01162,089803
2,2,4,イディオム,牡4,57.0,石川裕紀,1:25.0,2.1/2,37.2,9.0,486(0),[東] 斎藤誠,202205010410,2018100039,01150,01086,268008
3,4,8,ブッチーニ,牝6,55.0,横山武史,1:25.0,クビ,6.0,4.0,438(0),[西] 中内田充,202205010410,2016104496,01170,01137,708800
4,7,14,オルクリスト,牡6,57.0,大野拓弥,1:25.2,3/4,15.0,5.0,500(+8),[東] 杉浦宏昭,202205010410,2016102081,01096,01008,100800
5,7,13,シゲルタイタン,牡5,57.0,石橋脩,1:25.2,アタマ,3.6,2.0,496(+2),[東] 伊藤圭三,202205010410,2017100531,01077,01023,674004
6,6,12,テルモードーサ,牝6,55.0,内田博幸,1:25.3,1/2,61.2,12.0,546(+6),[西] 高橋康之,202205010410,2016104613,00422,01135,790005
7,4,7,ローレルジャック,牡9,57.0,武士沢友,1:25.5,1.1/2,254.4,16.0,504(-4),[東] 高橋裕,202205010410,2013101259,01029,00412,032800
8,2,3,ジュリオ,牡4,57.0,ルメール,1:25.8,1.1/2,3.3,1.0,512(+6),[東] 木村哲也,202205010410,2018105194,05339,01126,506800
9,1,2,ヘライア,牝5,55.0,丸田恭介,1:25.8,クビ,38.6,10.0,470(0),[東] 加藤征弘,202205010410,2017104668,01117,01059,758005
10,5,9,フィールザファラオ,牡7,57.0,野中悠太,1:25.8,アタマ,33.9,8.0,478(0),[東] 岩戸孝樹,202205010410,2015104010,01158,01051,864009
11,5,10,アメリカンファクト,牡7,57.0,菅原明良,1:25.9,クビ,21.5,6.0,516(+6),[東] 戸田博文,202205010410,2015110028,01179,01054,346803
12,3,5,シゲルヒラトリ,牡4,57.0,和田竜二,1:25.9,ハナ,52.0,11.0,486(0),[東] 水野貴広,202205010410,2018102247,01018,01094,674004
13,8,16,ナイスプリンセス,牝6,55.0,秋山真一,1:26.3,2.1/2,98.5,15.0,476(-2),[東] 石栗龍彦,202205010410,2016103140,01019,01043,464030
14,1,1,ゼンノジャスタ,牡5,57.0,津村明秀,1:26.5,1,72.2,14.0,470(-6),[西] 浅見秀一,202205010410,2017101367,01092,00411,052803
15,3,6,コウソクスピード,セ5,57.0,丸山元気,1:26.8,1.3/4,65.7,13.0,522(0),[東] 中舘英二,202205010410,2017104619,01127,01153,018030
16,8,15,ボンボンショコラ,牝5,55.0,三浦皇成,1:26.9,1,23.0,7.0,488(0),[西] 小崎憲,202205010410,2017101584,01122,01085,855030
1,6,11,イルーシヴパンサー,牡4,56.0,田辺裕信,1:32.3,,5.3,4.0,476(+4),[東] 久保田貴,202205010411,2018105402,01075,01067,909006
2,4,6,ファインルージュ,牝4,55.0,ルメール,1:32.6,1.3/4,3.3,1.0,510(+16),[東] 木村哲也,202205010411,2018105181,05339,01126,867033
3,5,9,カラテ,牡6,57.0,菅原明良,1:32.7,クビ,4.1,2.0,534(+2),[東] 高橋祥泰,202205010411,2016106606,01179,00359,975030
4,8,15,カレンシュトラウス,牡5,56.0,津村明秀,1:33.0,2,25.5,8.0,522(-2),[西] 平田修,202205010411,2017102897,01092,01082,869006
5,5,8,ドナアトラエンテ,牝6,54.0,Ｍ．デム,1:33.2,1.1/2,30.6,9.0,468(0),[東] 国枝栄,202205010411,2016104808,05212,00399,226800
6,6,10,エイシンチラー,牝4,54.0,柴田大知,1:33.3,1/2,72.7,14.0,468(-2),[東] 田中剛,202205010411,2018105947,01009,01119,785800
7,2,2,ワールドバローズ,牡4,56.0,和田竜二,1:33.4,1/2,20.6,6.0,452(0),[西] 石坂公一,202205010411,2018103027,01018,01166,859007
8,8,14,カテドラル,牡6,58.0,戸崎圭太,1:33.6,1,18.4,5.0,494(+2),[西] 池添学,202205010411,2016104711,05386,01144,486800
9,1,1,アオイクレアトール,牡5,56.0,内田博幸,1:33.7,1/2,21.4,7.0,490(0),[東] 古賀慎明,202205010411,2017104851,00422,01079,443033
10,7,12,ヴェロックス,牡6,57.0,三浦皇成,1:33.7,ハナ,61.0,12.0,492(-2),[西] 中内田充,202205010411,2016104529,01122,01137,708800
11,2,3,ディアンドル,牝6,56.0,石川裕紀,1:33.7,クビ,89.7,15.0,496(-10),[西] 奥村豊,202205010411,2016104470,01150,01146,506800
12,7,13,ホウオウアマゾン,牡4,57.0,坂井瑠星,1:33.8,3/4,4.9,3.0,510(-2),[西] 矢作芳人,202205010411,2018105192,01163,01075,906033
13,4,7,ケイデンスコール,牡6,59.0,石橋脩,1:34.1,1.3/4,66.5,13.0,478(0),[西] 安田隆行,202205010411,2016104414,01077,00438,226800
14,3,5,トーラスジェミニ,牡6,58.0,横山武史,1:34.8,4,41.5,10.0,476(-2),[東] 小桧山悟,202205010411,2016106518,01170,01005,238009
15,3,4,マルターズディオサ,牝5,56.0,松岡正海,1:35.3,3,54.1,11.0,452(-4),[東] 手塚貴久,202205010411,2017100043,01085,01038,491030
1,3,5,ニシノライトニング,牡4,57.0,野中悠太,1:18.2,,19.6,7.0,514(-2),[東] 根本康広,202205010412,2018102292,01158,01029,702006
2,5,9,ロコポルティ,牡4,57.0,戸崎圭太,1:18.4,1.1/4,4.8,3.0,532(+6),[西] 西園正都,202205010412,2018105503,05386,01028,506800
3,5,10,コパシーナ,セ5,57.0,三浦皇成,1:18.4,ハナ,4.5,1.0,494(0),[東] 伊藤圭三,202205010412,2017103482,01122,01023,799033
4,6,12,レイテントロアー,牡5,57.0,菅原明良,1:18.5,1/2,21.6,8.0,484(-4),[東] 田中清隆,202205010412,2017100524,01179,00408,853033
5,8,16,ノーベルプライズ,牡6,57.0,丸山元気,1:18.6,アタマ,12.4,6.0,520(-8),[東] 古賀史生,202205010412,2016103414,01127,00392,729005
6,4,7,マイグレーション,牡4,57.0,Ｍ．デム,1:18.8,1.1/4,7.0,5.0,506(+4),[東] 水野貴広,202205010412,2018104365,05212,01094,319007
7,6,11,カミノホウオー,牡5,54.0,横山琉人,1:18.8,アタマ,47.0,10.0,524(+2),[東] 竹内正洋,202205010412,2017109074,01192,01152,913008
8,1,1,ゴーストレート,牡4,57.0,菊沢一樹,1:19.0,1.1/4,5.4,4.0,492(0),[東] 菊沢隆徳,202205010412,2018104860,01161,01115,425030
9,4,8,デルマクリスタル,牝5,52.0,小林脩斗,1:19.0,アタマ,56.4,11.0,476(-8),[東] 堀井雅広,202205010412,2017100812,01183,00436,274002
10,3,6,ヴァクストゥーム,牡5,57.0,坂井瑠星,1:19.1,1/2,4.7,2.0,464(-6),[西] 吉田直弘,202205010412,2017106136,01163,01101,032800
11,2,3,グーテンモルゲン,牡6,57.0,松岡正海,1:19.2,1/2,165.0,15.0,522(0),[西] 牧田和弥,202205010412,2016101561,01085,01123,768006
12,1,2,スズカゴーディー,牡8,57.0,大野拓弥,1:19.5,1.3/4,60.9,12.0,500(+6),[東] 柄崎孝,202205010412,2014101462,01096,00380,382004
13,8,15,マイコレット,牝4,55.0,江田照男,1:19.5,クビ,123.3,14.0,508(0),[東] 大江原哲,202205010412,2018101186,00689,01012,934006
14,2,4,チャイブテソーロ,牝4,55.0,石橋脩,1:20.1,3.1/2,36.8,9.0,478(0),[東] 武市康男,202205010412,2018101054,01077,01089,089803
15,7,13,スズノフブキ,セ8,57.0,武士沢友,1:20.5,2.1/2,259.8,16.0,488(-4),[東] 高橋裕,202205010412,2014100050,01029,00412,835030
16,7,14,グローサーベア,セ5,55.0,永野猛蔵,1:21.1,3.1/2,77.8,13.0,486(0),[東] 矢野英一,202205010412,2017104766,01188,01108,415800
1,8,16,カライカマウリオラ,牡3,56.0,幸英明,1:13.0,,1.8,1.0,480(0),[西] 西園正都,202207011201,2019100592,00732,01028,643031
2,2,4,レッドアクトゥール,牡3,56.0,川田将雅,1:13.1,3/4,5.3,3.0,462(0),[西] 須貝尚介,202207011201,2019104965,01088,01105,180800
3,4,8,ムッシュージョイ,牡3,56.0,松田大作,1:13.5,2.1/2,52.3,10.0,470(-6),[東] 武市康男,202207011201,2019100414,01030,01089,556033
4,3,6,ジダイノチョウジ,牡3,56.0,松山弘平,1:13.7,1.1/4,51.9,9.0,506(0),[西] 中竹和也,202207011201,2019102164,01126,01039,370008
5,6,11,ワンリオン,牡3,56.0,福永祐一,1:14.3,4,4.4,2.0,494(-2),[西] 牧浦充徳,202207011201,2019101446,01014,01113,889006
6,1,2,シトラスダル,牝3,54.0,吉田豊,1:14.5,1,106.5,12.0,444(-4),[東] 浅野洋一,202207011201,2019103981,00733,00421,367033
7,6,12,カフジペンタゴン,牡3,52.0,古川奈穂,1:14.6,3/4,10.4,4.0,456(-8),[西] 矢作芳人,202207011201,2019105437,01190,01075,019004
8,3,5,トーセンリベロ,牡3,56.0,太宰啓介,1:14.8,1.1/4,425.3,16.0,478(-1),[東] 本間忍,202207011201,2019104393,01037,01056,270006
9,8,15,ライブインステラ,牝3,54.0,池添謙一,1:14.9,1/2,35.3,6.0,472(+4),[東] 小野次郎,202207011201,2019104776,01032,01125,310007
10,4,7,クロガネ,牡3,56.0,岩田望来,1:15.2,1.1/2,42.0,8.0,478(0),[西] 寺島良,202207011201,2019101672,01174,01158,248030
11,7,13,ジェノバフレイバー,牡3,56.0,川須栄彦,1:15.3,3/4,33.7,5.0,456(-4),[東] 松永康利,202207011201,2019104694,01128,01093,236033
12,1,1,ウインタースイート,牝3,54.0,荻野琢真,1:15.5,1,231.1,15.0,414(+4),[東] 伊藤伸一,202207011201,2019102057,01112,01031,629800
13,7,14,コスモルージュ,牡3,56.0,国分優作,1:15.6,1/2,39.5,7.0,462(-8),[西] 五十嵐忠,202207011201,2019105380,01125,00422,716800
14,5,9,プラウサス,牡3,56.0,水口優也,1:15.8,1.1/2,180.5,14.0,474(-8),[西] 羽月友彦,202207011201,2019106220,01133,01091,851007
15,5,10,エムアイリーズン,牝3,54.0,柴山雄一,1:16.1,1.1/2,120.4,13.0,482(+6),[東] 青木孝文,202207011201,2019102739,05243,01156,969033
16,2,3,マサハヤブッカーズ,牡3,56.0,中井裕二,1:16.2,3/4,60.8,11.0,440(-6),[西] 今野貞一,202207011201,2019104796,01141,01128,471033
1,8,12,ワンダフルトゥデイ,牡3,56.0,川田将雅,1:55.3,,2.1,2.0,510(0),[西] 中尾秀正,202207011202,2019106671,01088,01069,065803
2,6,7,ミスターホワイト,牡3,56.0,武豊,1:55.4,クビ,1.8,1.0,502(-6),[西] 矢作芳人,202207011202,2019101664,00666,01075,346803
3,7,9,ヒロシクン,セ3,56.0,松田大作,1:56.2,5,22.9,4.0,530(+4),[西] 宮本博,202207011202,2019104533,01030,01073,775006
4,4,4,ミアステラ,牡3,56.0,国分優作,1:57.8,10,9.5,3.0,486(-2),[西] 大根田裕,202207011202,2019104126,01125,01032,548033
5,3,3,セイウンフィーバー,牡3,56.0,中井裕二,1:58.9,7,42.6,5.0,438(+2),[東] 尾形和幸,202207011202,2019100489,01141,01141,897009
6,2,2,セリガチ,牡3,52.0,永島まな,1:59.1,3/4,326.3,10.0,462(-2),[東] 小桧山悟,202207011202,2019100502,01187,01005,615030
7,5,5,シュバルツヴァイス,牡3,56.0,吉田豊,1:59.2,1,346.5,11.0,466(+4),[東] 田中清隆,202207011202,2019106587,00733,00408,616800
8,7,10,メイショウボニータ,牡3,56.0,加藤祥太,2:00.0,5,142.1,9.0,442(+4),[西] 庄野靖志,202207011202,2019101687,01156,01087,523005
9,5,6,ブラックサンタ,牡3,56.0,柴山雄一,2:01.2,7,67.5,7.0,462(0),[西] 西園正都,202207011202,2019101851,05243,01028,087803
10,1,1,エスタス,牡3,56.0,川須栄彦,2:01.7,3,112.6,8.0,490(+2),[東] 田中博康,202207011202,2019106816,01128,01162,046803
11,6,8,ワンダーボルドネス,牡3,56.0,森裕太朗,2:02.6,5,414.5,12.0,474(-4),[西] 羽月友彦,202207011202,2019102601,01165,01091,306033
12,8,11,アスカセオン,牝3,54.0,幸英明,2:03.2,3.1/2,63.8,6.0,480(+12),[西] 千田輝彦,202207011202,2019106609,00732,01120,097007
1,6,11,ハッピースワニー,牝3,54.0,岩田望来,1:25.3,,29.0,7.0,428(-4),[西] 牧浦充徳,202207011203,2019101222,01174,01113,431002
2,7,13,ルショコラ,牝3,54.0,川田将雅,1:26.0,4,2.7,1.0,468(-4),[西] 吉田直弘,202207011203,2019100786,01088,01101,546800
3,5,10,アタカンテ,牝3,54.0,福永祐一,1:26.5,3,2.9,2.0,486(-12),[西] 藤原英昭,202207011203,2019106608,01014,01055,331007
4,3,5,タマモペアリング,牝3,50.0,永島まな,1:26.6,1/2,87.0,9.0,450(-8),[西] 角田晃一,202207011203,2019100411,01187,01121,515800
5,5,9,カレンラファータ,牝3,54.0,松山弘平,1:26.6,ハナ,5.2,3.0,422(0),[西] 鈴木孝志,202207011203,2019101203,01126,01111,869006
6,1,2,エストレアブランカ,牝3,54.0,川須栄彦,1:26.7,3/4,45.7,8.0,480(-14),[西] 高野友和,202207011203,2019105042,01128,01117,867800
7,4,7,タガノシリフケ,牝3,54.0,団野大成,1:27.5,5,16.9,5.0,456(0),[西] 斉藤崇史,202207011203,2019100562,01180,01151,859002
8,1,1,デジタイゼーション,牝3,54.0,幸英明,1:27.6,3/4,20.4,6.0,480(-8),[西] 藤沢則雄,202207011203,2019105788,00732,01041,851009
9,2,4,ベジェサ,牝3,54.0,横山典弘,1:27.8,1.1/4,6.6,4.0,484(-8),[西] 飯田祐史,202207011203,2019100168,00660,01139,045803
10,8,15,ナンヨーアイリス,牝3,54.0,柴山雄一,1:28.3,3,171.8,11.0,462(-6),[東] 畠山吉宏,202207011203,2019100042,05243,01048,512031
11,6,12,ウォークル,牝3,54.0,中井裕二,1:28.5,1.1/2,629.6,16.0,416(-4),[東] 大和田成,202207011203,2019101395,01141,01124,490006
12,4,8,スーサンユッセ,牝3,54.0,小牧太,1:28.6,1/2,151.0,10.0,468(+2),[西] 笹田和秀,202207011203,2019103434,00894,01104,857004
13,7,14,ドレミフォン,牝3,54.0,吉田豊,1:28.8,1.1/2,219.0,12.0,450(0),[東] 手塚貴久,202207011203,2019105173,00733,01038,831800
14,2,3,シゲルツル,牝3,54.0,藤井勘一,1:28.9,1/2,590.3,15.0,476(+6),[東] 水野貴広,202207011203,2019100103,05525,01094,674004
15,3,6,サリーギャップ,牝3,54.0,国分優作,1:29.2,2,276.2,14.0,470(-4),[東] 加藤士津,202207011203,2019102434,01125,01169,518800
16,8,16,タマモピューリティ,牝3,50.0,古川奈穂,1:29.5,1.1/2,255.6,13.0,430(-18),[西] 新谷功一,202207011203,2019101789,01190,01172,515800
1,6,7,オディロン,牡3,56.0,池添謙一,1:53.4,,9.4,6.0,496(+4),[西] 浜田多実,202207011204,2019102490,01032,01138,943030
2,5,5,メイショウユズルハ,牡3,56.0,松山弘平,1:53.6,1.1/2,4.1,2.0,484(+4),[西] 岡田稲男,202207011204,2019104089,01126,01066,523005
3,1,1,サンライズジャスト,牡3,56.0,幸英明,1:54.1,3,2.8,1.0,528(+4),[西] 羽月友彦,202207011204,2019101668,00732,01091,399803
4,3,3,エルバリオ,牡3,56.0,藤井勘一,1:54.2,クビ,57.2,9.0,514(0),[西] 高野友和,202207011204,2019105075,05525,01117,226800
